source_url	parsed_url
http://www.cityam.com/article/1378091289/exclusive-walkie-scorchie-melted-my-jag	https://www.cityam.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.cityam.com%2Fexclusive-walkie-scorchie-melted-my-jag%2F
http://aesp.org/	http://aesp.org/page/Chapters_YM
http://aesp.org/	https://www.aesp.org/news/507125/A-Cross-Section-of-how-Utility-Energy-Efficiency-Programs-are-managing-COVID-19s-Disruption.htm
http://www.wincleaner.com/pc/uti/wlnk/ultra_winlink.htm	https://wincleaner.onfastspring.com/wincleaner-oneclick-pro
http://www.wincleaner.com/pc/uti/wlnk/ultra_winlink.htm	http://www.wincleaner.com/pc/uti/wlnk/incs/favicon/favicon-16x16.png
http://www.wincleaner.com/pc/uti/wlnk/ultra_winlink.htm	http://www.wincleaner.com/Orders
http://www.wincleaner.com/pc/uti/wlnk/ultra_winlink.htm	https://wincleaner.onfastspring.com/wincleaner-for-mac-download
http://www.ntg.nl/doc/wilkins/	http://www.ntg.nl/doc/
http://www.ntg.nl/doc/wilkins/	http://www.ntg.nl/doc/wilkins/?C=D;O=A
http://www.ntg.nl/doc/wilkins/	http://www.ntg.nl/doc/wilkins/pllong.pdf
http://www.ntg.nl/doc/wilkins/	http://www.ntg.nl/doc/wilkins/?C=S;O=A
http://www.ntg.nl/doc/wilkins/	http://www.ntg.nl/doc/wilkins/?C=M;O=A
https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/spellag-20181138_sfs-2018-1138	https://www.riksdagen.se/apple-touch-icon-180x180.png?v=LKuasger7
https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/spellag-20181138_sfs-2018-1138	tel:08-7864000
https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/spellag-20181138_sfs-2018-1138	https://www.riksdagen.se/sv/Kontakt/
https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/spellag-20181138_sfs-2018-1138	https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/spellag-20181138_sfs-2018-1138#K2
https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/spellag-20181138_sfs-2018-1138	https://www.riksdagen.se/sv/bestall-och-ladda-ned/
http://www.word2word.com	http://www.word2word.com/download.html
http://www.word2word.com	http://www.word2word.com/degree.html
http://www.word2word.com	http://www.word2word.com/langsch.html
http://www.word2word.com	http://www.word2word.com/tool.html
http://www.word2word.com	http://www.word2word.com/langchat.html
https://www.hollywoodreporter.com/race/pga-awards-how-green-book-shakes-up-race-1177610	https://beacon.krxd.net/
https://www.hollywoodreporter.com/race/pga-awards-how-green-book-shakes-up-race-1177610	https://s0.2mdn.net/
https://www.hollywoodreporter.com/race/pga-awards-how-green-book-shakes-up-race-1177610	https://www.hollywoodreporter.com/
https://www.hollywoodreporter.com/race/pga-awards-how-green-book-shakes-up-race-1177610	https://www.hollywoodreporter.com/about/about
https://www.hollywoodreporter.com/race/pga-awards-how-green-book-shakes-up-race-1177610	mailto:scott.feinberg@thr.com
https://www.nonlin-processes-geophys.net/recent_papers.html	https://www.nonlinear-processes-in-geophysics.net/about/competing_interests_policy.html
https://www.nonlin-processes-geophys.net/recent_papers.html	https://editor.copernicus.org/NPG/manuscript_registration
https://www.nonlin-processes-geophys.net/recent_papers.html	https://www.clockss.org/clockss/Home
https://www.nonlin-processes-geophys.net/recent_papers.html	https://cdn.copernicus.org/libraries/photoswipe/4.1/photoswipe.css
https://www.pult-centralizovane-ochrany.cz	https://www.instagram.com/d.i.seven/
https://www.pult-centralizovane-ochrany.cz	http://gmpg.org/xfn/11
https://www.pult-centralizovane-ochrany.cz	https://www.pult-centralizovane-ochrany.cz/kontakty-pco/
https://www.pult-centralizovane-ochrany.cz	https://www.pult-centralizovane-ochrany.cz/feed/
https://www.pult-centralizovane-ochrany.cz	https://www.pult-centralizovane-ochrany.cz/comments/feed/
http://www.opencontent.org/	http://www.opencontent.org/definition/
http://www.opencontent.org/	http://www.opencontent.org/blog/
http://www.opencontent.org/	http://www.opencontent.org/cgi-bin/ertg.py
http://www.opencontent.org/	http://www.opencontent.org/wiki/
http://www.opencontent.org/	http://openedgroup.org/calculator/index.html
https://www.robertecravenlaw.com/rhode-island-personal-injury-attorney/distracted-driving/	https://www.robertecravenlaw.com/wp-includes/wlwmanifest.xml
https://www.robertecravenlaw.com/rhode-island-personal-injury-attorney/distracted-driving/	https://www.robertecravenlaw.com/robert-e-craven/
https://www.robertecravenlaw.com/rhode-island-personal-injury-attorney/distracted-driving/	https://www.robertecravenlaw.com/site-map/
https://www.robertecravenlaw.com/rhode-island-personal-injury-attorney/distracted-driving/	https://www.robertecravenlaw.com/xmlrpc.php?rsd
https://www.robertecravenlaw.com/rhode-island-personal-injury-attorney/distracted-driving/	https://www.robertecravenlaw.com/wp-content/themes/craven_2019/img/favicon.ico
http://www.prchecker.info/	http://www.prchecker.info/updates.php#17jun2014
http://www.prchecker.info/	https://www.prchecker.info/
http://www.prchecker.info/	http://www.prchecker.info/goto.php?webpage=oxwell
http://www.prchecker.info/	https://www.liveinternet.ru/click
https://blog.undeveloped.com/@Undeveloped_88229	https://blog.undeveloped.com/@Undeveloped_88229?source=user_profile---------1-----------------------
https://blog.undeveloped.com/@Undeveloped_88229	https://cdn-images-1.medium.com/fit/c/152/152/1*nJTYdUuypLVticBShP_loA.png
https://blog.undeveloped.com/@Undeveloped_88229	https://blog.undeveloped.com/domain-industry-join-us-in-becoming-innovative-thriving-again-a751d2e17ae9?source=user_profile---------4-----------------------
https://blog.undeveloped.com/@Undeveloped_88229	https://blog.undeveloped.com/dan-com-raises-its-series-a-round-of-financing-from-aep-832d30848b66?source=user_profile---------0-----------------------
http://www.hermograph.com/science/mercury1.htm	http://classroomastronomer.toteachthestars.net/resourcesbyissueV1.html
http://www.hermograph.com/science/mercury1.htm	http://www.hermograph.com/science/mercury2.htm
http://www.hermograph.com/science/mercury1.htm	http://www.hermograph.com/science/mercurya.htm
http://www.dissident-net.info/	http://www.dissident-net.info/tag/sweden/
http://www.dissident-net.info/	http://www.dissident-net.info/synn%c3%b8ve-fjellbakk-taft%c3%b8e/
http://www.dissident-net.info/	http://www.dissident-net.info/tag/france/
http://www.acfr.usyd.edu.au/publications/	https://www.sydney.edu.au/research/facilities.html
http://www.acfr.usyd.edu.au/publications/	https://intranet.sydney.edu.au
http://www.cite-sciences.fr/fr/accueil/	http://www.cite-sciences.fr/fr/accueil/typo3conf/ext/sdl_gabarits/Resources/Public/Css/csi/480.1594310530.css
http://www.cite-sciences.fr/fr/accueil/	http://www.cite-sciences.fr/fr/accueil/typo3conf/ext/sdl_gabarits/Resources/Public/Css/csi/320.1594310529.css
http://www.cite-sciences.fr/fr/accueil/	http://www.cite-sciences.fr/fr/accueil/fr/ma-cite-accessible/autisme/
http://www.cite-sciences.fr/fr/accueil/	http://www.cite-sciences.fr/fr/accueil/fr/vous-etes/groupes/organisateurs-de-loisirs-autres-groupes/
http://www.cite-sciences.fr/fr/accueil/	http://www.cite-sciences.fr/fr/accueil/fr/vous-etes/professionnels/professionnels-du-tourisme/
http://www.schoolofants.org	http://www.neil-mccoy.com
http://www.schoolofants.org	http://www.schoolofants.org/discoveries
http://www.schoolofants.org	http://schoolofants.org/content/common-urban-ants-key
http://www.schoolofants.org	http://twitter.com/schoolofants
http://www.schoolofants.org	http://www.schoolofants.org/content/school-ants-australia
http://www.apologeticspress.org/homestudycourses.aspx	http://www.apologeticspress.org/APContent.aspx?category=13
http://www.apologeticspress.org/homestudycourses.aspx	http://www.apologeticspress.org/APContent.aspx?category=7
http://www.apologeticspress.org/homestudycourses.aspx	http://apologeticspress.org/pdfs/courses_pdf/hsc0203.pdf
http://www.apologeticspress.org/homestudycourses.aspx	http://www.apologeticspress.org/email.aspx
http://www.apologeticspress.org/homestudycourses.aspx	http://apologeticspress.org/pdfs/courses_pdf/hsc0305.pdf
https://www.fandom.com/do-not-sell-my-info	https://www.muthead.com/
https://www.fandom.com/do-not-sell-my-info	https://twitter.com/share?url=https%3A%2F%2Fwww.fandom.com%2Fdo-not-sell-my-info
https://www.fandom.com/do-not-sell-my-info	https://static.wikia.nocookie.net/qube-assets/f2/3945/favicons/favicon-32x32.png?v=7a49fdb02d763a91e2778df1455075e077e1c201
https://www.fandom.com/do-not-sell-my-info	https://static.wikia.nocookie.net/qube-assets/f2/3945/favicons/favicon-16x16.png?v=7a49fdb02d763a91e2778df1455075e077e1c201
https://www.fandom.com/do-not-sell-my-info	https://static.wikia.nocookie.net/qube-assets/f2/3945/favicons/apple-touch-icon.png?v=7a49fdb02d763a91e2778df1455075e077e1c201
http://www.alanwood.net/demos/symbol.html	http://www.alanwood.net/em2aw.php
http://www.alanwood.net/demos/symbol.html	http://www.alanwood.net/demos/macroman.html
http://www.alanwood.net/demos/symbol.html	http://www.alanwood.net/demos/charsetdiffs.html
http://www.alanwood.net/demos/symbol.html	http://www.alanwood.net/demos/symbol.html#s2600
http://www.alanwood.net/demos/symbol.html	http://www.alanwood.net/demos/ansi.html
http://asq.org/ads/	http://asq.org/ajax/account/logout
http://asq.org/ads/	http://asq.org/training/instructors
http://asq.org/ads/	http://asq.org/ads/index.html
http://asq.org/ads/	http://asq.org/customer-services/contact-asq
http://asq.org/ads/	http://asq.org/ads/#0
http://wizardofodds.com/	https://www.facebook.com/Wizard-of-Odds-569798273073532/
http://wizardofodds.com/	http://wizardofodds.com/games/blackjack/switch/calculator/
http://wizardofodds.com/	http://wizardofodds.com/games/#poker-variants
http://wizardofodds.com/	http://wizardofodds.com/video/livestream-07092020
http://dpsninc.org	http://www.dpsninc.org/modules/mod_socialmedialinks/style.css
http://dpsninc.org	http://dpsninc.org/plugins/system/jcemediabox/css/jcemediabox.min.css?9d108330040bd2b7386ad9c4cf8105fc
http://dpsninc.org	https://twitter.com/dominicapsn
http://dpsninc.org	https://plus.google.com/118228778897128518813?prsrc=3
https://www.come2orderdc.com/bowflex-black-friday/	https://track.flexlinkspro.com/a.ashx?foid=1067783.142372035&foc=1&fot=9999&fos=1
https://www.come2orderdc.com/bowflex-black-friday/	https://www.come2orderdc.com/medifast-coupons/
https://www.come2orderdc.com/bowflex-black-friday/	https://www.come2orderdc.com/sitemap/
https://www.come2orderdc.com/bowflex-black-friday/	https://www.come2orderdc.com/payless-coupons/
https://www.come2orderdc.com/bowflex-black-friday/	https://track.flexlinkspro.com/a.ashx?foid=1067783.142320533&foc=1&fot=9999&fos=1
http://www.uc.cl/letras/	http://economiayadministracion.uc.cl/
http://www.uc.cl/letras/	http://www.uc.cl/images/pdf/estatutos_generales.pdf
http://www.williamspublishing.com/Books/978-5-8459-1421-7.html	http://www.williamspublishing.com/cgi-bin/list.cgi?id=1078302
http://www.williamspublishing.com/Books/978-5-8459-1421-7.html	http://www.williamspublishing.com/cgi-bin/list.cgi?id=1135635
http://www.williamspublishing.com/Books/978-5-8459-1421-7.html	http://www.williamspublishing.com/cgi-bin/list.cgi?id=1096197
http://www.williamspublishing.com/Books/978-5-8459-1421-7.html	http://www.williamspublishing.com/cgi-bin/list.cgi?id=12327
http://www.williamspublishing.com/Books/978-5-8459-1421-7.html	https://twitter.com/share
https://profil.berlingskemedia.dk/nyhedsbreve/berlingske	https://profil.berlingskemedia.dk/nyhedsbreve/faq
https://profil.berlingskemedia.dk/nyhedsbreve/berlingske	https://profil.berlingskemedia.dk/
https://profil.berlingskemedia.dk/nyhedsbreve/berlingske	https://profil.berlingskemedia.dk/nyhedsbreve/berlingske
https://profil.berlingskemedia.dk/nyhedsbreve/berlingske	http://www.berlingskemedia.dk/ophavsret-og-vilkaar/
https://profil.berlingskemedia.dk/nyhedsbreve/berlingske	https://profil.berlingskemedia.dk/assets/styles/sticky-footer-navbar.css
http://www.webmineral.com/strunz.shtml	http://www.webmineral.com/strunz/strunz.php?class=06&subclass=06.F
http://www.webmineral.com/strunz.shtml	http://www.webmineral.com/strunz/strunz.php?class=04&subclass=04.B
http://www.webmineral.com/strunz.shtml	http://www.webmineral.com/strunz/strunz.php?class=06&subclass=06.H
http://www.webmineral.com/strunz.shtml	http://www.webmineral.com/strunz/strunz.php?class=06&subclass=06.G
http://www.webmineral.com/strunz.shtml	http://www.webmineral.com/strunz/strunz.php?class=02&subclass=02.J
https://www.office.com	https://blobs.officehome.msocdn.com/bundles/sharedfontstyles-30d1fc43fd.css
https://www.office.com	https://products.office.com/business/enterprise-productivity-tools
https://www.office.com	https://www.microsoft.com/en-us/store/locations/find-a-store?icid=TopNavStoreLocations
https://www.office.com	https://go.microsoft.com/fwlink/p/?LinkID=717124
http://www.vira.cz/	http://www.vira.cz/Katalog/Laska-vztahy.html
http://www.vira.cz/	https://www.vira.cz/texty/tema-tydne?archiv=now
http://www.vira.cz/	http://www.dominikduka.cz/
http://www.nickberry.com	http://www.nickberry.com/about.html
http://www.nickberry.com	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css
http://www.nickberry.com	http://www.nickberry.com/index.html
http://reginasilveira.com/	http://reginasilveira.com/2016
http://reginasilveira.com/	https://favicon.cargocollective.com/favicon.ico
http://reginasilveira.com/	http://reginasilveira.com/stylesheet?26.11.18.1&1562868708
http://www.ubl.com/	http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:144,h:144,m
http://www.ubl.com/	http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m
http://www.ubl.com/	http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:60,h:60,m
http://www.ubl.com/	http://img1.wsimg.com/blobby/go/426ce4fd-8482-4167-8229-6890398493d2/gpub/4ce1a7c86682e5e8/styles.css
https://www.iguanasmartsack.com/troubleshooting	https://www.iguanasmartsack.com/videos
https://www.iguanasmartsack.com/troubleshooting	https://www.iguanasmartsack.com/privacy
https://www.iguanasmartsack.com/troubleshooting	https://www.iguanasmartsack.com/troubleshooting
https://www.iguanasmartsack.com/troubleshooting	https://www.iguanasmartsack.com/specs
https://www.iguanasmartsack.com/troubleshooting	https://www.iguanasmartsack.com
http://www.schnees.com/	https://schnees.com/hunt/
http://www.schnees.com/	https://schnees.com/hunt/shirts-tops/mid-layers/
http://www.schnees.com/	https://schnees.com/privacy-accessibility/
http://www.schnees.com/	https://schnees.com/outdoors/camp-kitchen/pots-pans/
https://remarxpub.com/sick-and-sicker/	https://remarxpub.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fremarxpub.com%2Fsick-and-sicker%2F&#038;format=xml
https://remarxpub.com/sick-and-sicker/	https://remarxpub.com/wp-content/uploads/2019/07/cropped-ReMarx-Publishing-Favicon-180x180.png
https://remarxpub.com/sick-and-sicker/	https://remarxpub.com/striking-flint/
https://remarxpub.com/sick-and-sicker/	https://remarxpub.com/sick-and-sicker/&#x6d;&#97;&#105;l&#x74;&#x6f;&#58;i&#x6e;&#x66;&#111;&#64;r&#x65;&#109;&#97;r&#x78;&#x70;&#117;b&#x2e;&#x63;&#111;&#109;
https://remarxpub.com/sick-and-sicker/	https://remarxpub.com/torture-and-its-psychological-effects-in-n-ireland/
https://jalopnik.com/its-time-to-let-go-of-commuter-culture-1840630621/amp	https://jalopnik.com/c/video
https://jalopnik.com/its-time-to-let-go-of-commuter-culture-1840630621/amp	https://legal.kinja.com/content-guidelines-90185358
https://jalopnik.com/its-time-to-let-go-of-commuter-culture-1840630621/amp	https://jalopnik.com/its-time-to-let-go-of-commuter-culture-1840630621
https://jalopnik.com/its-time-to-let-go-of-commuter-culture-1840630621/amp	https://gizmodo.com
https://jalopnik.com/its-time-to-let-go-of-commuter-culture-1840630621/amp	https://www.fastcompany.com/90294948/what-happened-when-oslo-decided-to-make-its-downtown-basically-car-free
http://www.cs.unc.edu/~welch	https://sreal.ucf.edu/people/welch/dr-gregory-f-welch-publications/
http://www.cs.unc.edu/~welch	http://www.unc.edu
http://www.cs.unc.edu/~welch	http://www.cs.unc.edu/fun/index.html
http://www.cs.unc.edu/~welch	http://www.cs.unc.edu/~welch
http://www.cs.unc.edu/~welch	http://www.ucf.edu/
http://www.nyu.edu/pages/mathmol/	http://www.nyu.edu/pages/mathmol/more.html
http://www.nyu.edu/pages/mathmol/	http://www.nyu.edu/pages/mathmol/K12.html
http://www.nyu.edu/pages/mathmol/	http://www.nyu.edu
http://www.nyu.edu/pages/mathmol/	http://www.nyu.edu/pages/mathmol/awards.html
http://www.nyu.edu/pages/mathmol/	http://www.nyu.edu/pages/mathmol/chime
https://newsbudz.com/	https://hightimes.com/news/world/survey-shows-cannabis-acceptance-growing-australia/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=survey-shows-cannabis-acceptance-growing-australia
https://newsbudz.com/	https://newsbudz.com/merry-jane/290827/argentina-expanded-weed-laws-to-allow-pharmacy-sales-home/
https://newsbudz.com/	https://harrisbricken.com/cannalawblog/how-to-study-schedule-i-controlled-substances/
https://newsbudz.com/	https://www.greenmarketreport.com/1933-industries-gets-c5-million-private-placement/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=1933-industries-gets-c5-million-private-placement
https://newsbudz.com/	https://newsbudz.com/top/
http://www.tpub.com/content/neets/14191/css/14191_41.htm	https://archive.tpub-products.com/content/p/id/167/
http://www.tpub.com/content/neets/14191/css/14191_41.htm	http://www.tpub.com/privacy.htm
http://www.tpub.com/content/neets/14191/css/14191_41.htm	http://www.tpub.com/content/neets/14191/css/Resonance-43.htm
http://www.tpub.com/content/neets/14191/css/14191_41.htm	http://electriciantraining.tpub.com/14184/css/Wavelength-20.htm
https://www.annales-geophysicae.net/	https://www.annales-geophysicae.net/favicon_copernicus_64x64_.ico
https://www.annales-geophysicae.net/	https://www.annales-geophysicae.net/for_authors/obligations_for_authors.html
https://www.annales-geophysicae.net/	https://www.clockss.org/clockss/Home
https://www.annales-geophysicae.net/	https://cdn.copernicus.org/libraries/photoswipe/4.1/photoswipe.css
https://www.ea.com/games/anthem	https://www.ea.com/games/anthem/gameplay-features/ways-to-play
http://www.phy6.org/Education/Intro.html	http://www.phy6.org/Education/Iexplore.html
http://www.phy6.org/Education/Intro.html	http://www.phy6.org/Education/FAQsubj.html
https://tucson.craigslist.org/	https://tucson.craigslist.org/d/events/search/eve
https://tucson.craigslist.org/	https://geo.craigslist.org/iso/gb
https://tucson.craigslist.org/	https://www.craigslist.org/js/search-concat.min.js?v=b3fa2bc3c80149a1d5dfd557bfb24946
https://tucson.craigslist.org/	https://tucson.craigslist.org/d/resumes/search/rrr
https://tucson.craigslist.org/	http://sandiego.craigslist.org/
http://terryfic.com	http://terryfic.com/
http://terryfic.com	http://terryfic.com/index.html?lsku=30
http://terryfic.com	http://terryfic.com/OtherTerryficcomVentures.html
http://terryfic.com	http://terrywilsontoolcases.com
http://terryfic.com	http://terryfic.com/WebDevelopment.html
http://www.iccf-14.org/terminology.html	https://www.stlouissignsandgraphics.com/window-signs-maryville-il/
